Supplier_ID,Supplier_Name,Material_ID,Material_Name,OnTime_Delivery_Percentage,Quality_Score,Average_Price_Deviation,Fulfilled_Order_Count,Complaint_Count,Lead_Days,Discount_Offer_Percentage,Create_Datetime
S125,Supplier_S125,M034,Tapioca Starch,98.44,3.2,4.4,510,17,3,20.72,23-06-25 19:47:57
S125,Supplier_S125,M120,Modified Starch,70.51,4.6,3.48,835,5,1,27.54,23-06-25 19:47:57
S125,Supplier_S125,M144,Sucralose,83.79,3.2,7.15,461,14,0,29.76,23-06-25 19:47:57
S125,Supplier_S125,M196,Monosodium Glutamate,96.05,4,4.87,751,18,3,29.34,23-06-25 19:47:57
S125,Supplier_S125,M223,Skimmed Milk Powder,89.3,3.4,-6.26,380,19,1,19.83,23-06-25 19:47:57
S125,Supplier_S125,M241,Fumaric Acid,86.86,4.1,-2.03,717,5,0,6.46,23-06-25 19:47:57
S125,Supplier_S125,M266,Pectin,89.57,3.4,2.32,763,16,3,7.27,23-06-25 19:47:57
S125,Supplier_S125,M354,Glucono Delta Lactone,74.42,3.9,-7.56,511,15,3,18.85,23-06-25 19:47:57
S125,Supplier_S125,M389,Dextrose,85.85,3.8,-3.68,75,8,10,12.51,23-06-25 19:47:57
S125,Supplier_S125,M444,Garlic Powder,72.48,4.3,4.27,458,4,7,24.61,23-06-25 19:47:57
S125,Supplier_S125,M471,Sugar,81.75,5,3.19,878,5,0,16.44,23-06-25 19:47:57
S126,Supplier_S126,M088,Vegetable Oil,99.03,5,3.36,736,2,8,16.27,23-06-25 19:47:57
S126,Supplier_S126,M138,Yeast Extract,78.25,4.1,-6.64,478,18,7,16.49,23-06-25 19:47:57
S126,Supplier_S126,M276,Skimmed Milk Powder,99.57,4.7,-0.2,342,14,3,12.83,23-06-25 19:47:57
S126,Supplier_S126,M342,Sodium Citrate,84.28,4.4,-7.61,534,18,0,25.36,23-06-25 19:47:57
S126,Supplier_S126,M352,Onion Powder,82.02,4.2,-7.97,957,5,1,10.91,23-06-25 19:47:57
S126,Supplier_S126,M482,Acetic Acid,71.44,3.6,5.04,195,11,10,29.04,23-06-25 19:47:57
S126,Supplier_S126,M490,Aspartame,80.32,3,3.69,63,10,6,29.29,23-06-25 19:47:57
S127,Supplier_S127,M238,Skimmed Milk Powder,82.7,4.9,-9.35,365,12,10,23.28,23-06-25 19:47:57
S127,Supplier_S127,M286,Ascorbic Acid,76.98,3.6,-6.13,131,0,7,18.76,23-06-25 19:47:57
S128,Supplier_S128,M117,Maltodextrin,87.52,4.4,-4.1,210,10,3,11.4,23-06-25 19:47:57
S128,Supplier_S128,M118,Skimmed Milk Powder,89.64,4.4,-4.85,851,15,10,22.19,23-06-25 19:47:57
S128,Supplier_S128,M337,Pectin,79.94,4.4,-0.52,306,18,10,4.41,23-06-25 19:47:57
S129,Supplier_S129,M272,Modified Starch,76.77,3.7,-2.14,150,2,6,15.62,23-06-25 19:47:57
S129,Supplier_S129,M332,Salt,84.1,4.1,6.51,931,9,7,18.63,23-06-25 19:47:57
S129,Supplier_S129,M349,Caramel Color,72.96,3.4,0.08,734,15,5,20.94,23-06-25 19:47:57
S129,Supplier_S129,M392,Acesulfame K,94.2,3.7,-7.72,242,3,8,6.72,23-06-25 19:47:57
S129,Supplier_S129,M407,Yeast Extract,89.75,4.1,9.25,291,6,3,24.89,23-06-25 19:47:57
S130,Supplier_S130,M219,Monosodium Glutamate,86.55,4.1,9.97,493,20,2,10.97,23-06-25 19:47:57
S130,Supplier_S130,M287,Sunflower Oil,70.87,3.4,-3.39,356,15,7,23.92,23-06-25 19:47:57
S130,Supplier_S130,M443,Tapioca Starch,83.87,3.1,3.89,777,14,6,10.31,23-06-25 19:47:57
S131,Supplier_S131,M075,Tapioca Starch,80.88,3.4,-5.72,980,15,3,6.8,23-06-25 19:47:57
S131,Supplier_S131,M193,Sugar,78.88,3.9,-8,188,1,4,10.81,23-06-25 19:47:57
S131,Supplier_S131,M206,Lactic Acid,86.56,3,-4.97,645,14,3,27.34,23-06-25 19:47:57
S131,Supplier_S131,M262,Lactic Acid,81.01,4.2,-5.34,840,9,1,17.11,23-06-25 19:47:57
S131,Supplier_S131,M354,Glucono Delta Lactone,74.04,3.2,-8.94,79,15,10,0.8,23-06-25 19:47:57
S131,Supplier_S131,M431,Corn,92.54,4.3,0.18,520,16,7,5.37,23-06-25 19:47:57
S131,Supplier_S131,M450,Acetic Acid,96.9,3.6,4.76,785,7,9,2.38,23-06-25 19:47:57
S131,Supplier_S131,M485,Fumaric Acid,88.49,4.8,4.92,741,13,8,22.49,23-06-25 19:47:57
S132,Supplier_S132,M109,Tapioca Starch,94.49,4.5,1.57,56,13,5,21.01,23-06-25 19:47:57
S132,Supplier_S132,M117,Maltodextrin,82.42,4.1,-5.57,159,0,4,16.6,23-06-25 19:47:57
S132,Supplier_S132,M330,Potassium Sorbate,80.92,3.1,-2.34,486,19,0,10.97,23-06-25 19:47:57
S132,Supplier_S132,M344,Tomato Powder,92.99,3.4,-8.11,780,5,8,9.68,23-06-25 19:47:57
S132,Supplier_S132,M359,Caramel Color,87.18,4.6,-8,701,6,5,14.9,23-06-25 19:47:57
S132,Supplier_S132,M382,Acesulfame K,92.69,4.6,2.28,454,20,6,2.79,23-06-25 19:47:57
S132,Supplier_S132,M384,Sodium Citrate,87.57,4.5,-9.67,768,14,2,23.59,23-06-25 19:47:57
S133,Supplier_S133,M085,Whey Protein,91.81,3.2,2.05,852,5,8,8.81,23-06-25 19:47:57
S133,Supplier_S133,M149,Cocoa Powder,85.29,4.5,-4.09,65,7,7,11.58,23-06-25 19:47:57
S133,Supplier_S133,M197,Caramel Color,91.02,3.2,3.23,264,15,5,19.91,23-06-25 19:47:57
S133,Supplier_S133,M211,Fumaric Acid,85.42,4.9,-6.65,989,17,8,0.22,23-06-25 19:47:57
S133,Supplier_S133,M236,Corn Syrup,91.02,3.5,-4.25,418,10,1,16.64,23-06-25 19:47:57
S133,Supplier_S133,M239,Salt,88.39,3.7,-0.02,225,13,5,10.95,23-06-25 19:47:57
S133,Supplier_S133,M278,Sodium Bicarbonate,75.7,3.9,7.69,802,9,7,4.99,23-06-25 19:47:57
S133,Supplier_S133,M291,Sugar,99.78,3.4,-9.27,406,16,1,0.12,23-06-25 19:47:57
S133,Supplier_S133,M396,Cocoa Powder,71.11,4.8,-6.98,598,1,10,29.4,23-06-25 19:47:57
S133,Supplier_S133,M401,Aspartame,72.46,3.1,7.77,497,6,7,2.34,23-06-25 19:47:57
S133,Supplier_S133,M402,Citric Acid,91.33,3.3,4.09,893,16,1,20.83,23-06-25 19:47:57
S133,Supplier_S133,M425,Garlic Powder,89.73,3.3,-5.25,848,17,0,12.66,23-06-25 19:47:57
S133,Supplier_S133,M439,Sugar,79.8,4.8,-2.18,123,4,8,12.55,23-06-25 19:47:57
S134,Supplier_S134,M033,Vanillin,77.32,3.9,2.21,398,10,0,14.83,23-06-25 19:47:57
S134,Supplier_S134,M073,Salt,78.52,4.4,3.13,938,19,2,10,23-06-25 19:47:57
S134,Supplier_S134,M174,Natural Flavors,90.61,4.9,1.45,251,15,4,2.37,23-06-25 19:47:57
S134,Supplier_S134,M176,Sucrose,74.49,4.1,1.65,997,3,1,16.88,23-06-25 19:47:57
S134,Supplier_S134,M191,Whey Protein,73.53,3.2,-7.87,213,19,3,23.34,23-06-25 19:47:57
S134,Supplier_S134,M197,Caramel Color,89.24,3.3,6.53,923,19,0,0.35,23-06-25 19:47:57
S134,Supplier_S134,M205,Potatoes,86.24,3.7,-0.95,640,17,3,22.27,23-06-25 19:47:57
S134,Supplier_S134,M209,Annatto Extract,93.59,3.3,0.86,423,2,5,6.64,23-06-25 19:47:57
S134,Supplier_S134,M288,Glucono Delta Lactone,80.17,3.8,0.69,179,18,9,11.69,23-06-25 19:47:57
S134,Supplier_S134,M292,Sodium Benzoate,89.77,3.6,1.55,329,20,3,9.63,23-06-25 19:47:57
S134,Supplier_S134,M365,Cocoa Powder,94.87,4.9,8.63,267,15,1,7.14,23-06-25 19:47:57
S134,Supplier_S134,M420,Disodium Inosinate,87.37,3.2,-8.79,44,12,5,26.7,23-06-25 19:47:57
S134,Supplier_S134,M484,Potassium Sorbate,74.95,3.1,4.87,577,15,0,28.86,23-06-25 19:47:57
S135,Supplier_S135,M048,Aspartame,95.57,4.7,-2.4,334,20,7,26.17,23-06-25 19:47:57
S135,Supplier_S135,M067,Paprika Extract,71.36,3.8,1.99,17,6,4,28.36,23-06-25 19:47:57
S135,Supplier_S135,M073,Salt,71.57,4.3,-3.31,347,3,8,20.35,23-06-25 19:47:57
S135,Supplier_S135,M090,Sodium Bicarbonate,82.28,4.1,-7.49,334,20,1,13.5,23-06-25 19:47:57
S135,Supplier_S135,M119,Sodium Bicarbonate,95.17,3.1,6.36,59,0,6,4.12,23-06-25 19:47:57
S135,Supplier_S135,M285,Salt,72.63,4.4,2.1,817,9,6,18.27,23-06-25 19:47:57
S135,Supplier_S135,M310,Aspartame,90.56,3.7,4.51,267,6,0,0.71,23-06-25 19:47:57
S135,Supplier_S135,M332,Salt,94,4.9,6.18,973,2,3,26.76,23-06-25 19:47:57
S135,Supplier_S135,M429,Acetic Acid,96.45,4.8,-8.69,157,4,3,5.75,23-06-25 19:47:57
S136,Supplier_S136,M164,Baking Powder,87.52,3.5,-6.81,263,7,4,16.01,23-06-25 19:47:57
S137,Supplier_S137,M100,Potatoes,75.77,3.5,1.16,240,9,4,21.15,23-06-25 19:47:57
S137,Supplier_S137,M297,Sunflower Oil,87.72,3.5,-5.13,172,15,6,1.98,23-06-25 19:47:57
S137,Supplier_S137,M299,Sucralose,88.47,3.9,-5.89,908,10,4,17.11,23-06-25 19:47:57
S137,Supplier_S137,M362,Disodium Inosinate,95.81,4.8,2.68,876,13,4,24.71,23-06-25 19:47:57
S138,Supplier_S138,M021,Barley Malt Extract,87.9,3.7,5.73,456,19,8,3.47,23-06-25 19:47:57
S138,Supplier_S138,M055,Ascorbic Acid,88.3,4.3,2.71,485,9,10,12.25,23-06-25 19:47:57
S138,Supplier_S138,M111,Annatto Extract,74.65,3.4,7.5,793,3,0,24.28,23-06-25 19:47:57
S138,Supplier_S138,M141,Sodium Benzoate,74.07,4.5,-1.77,70,8,10,3.81,23-06-25 19:47:57
S138,Supplier_S138,M174,Natural Flavors,88.61,3.2,5.14,187,5,3,24.25,23-06-25 19:47:57
S138,Supplier_S138,M236,Corn Syrup,75.35,3.6,-5.63,597,8,2,28.41,23-06-25 19:47:57
S138,Supplier_S138,M360,Aspartame,78.62,3.1,9.92,421,7,9,22.29,23-06-25 19:47:57
S138,Supplier_S138,M414,Baking Powder,96.78,4.6,-1.1,136,11,6,24.82,23-06-25 19:47:57
S138,Supplier_S138,M430,Baking Powder,93.69,3.7,-8.93,824,8,2,25.55,23-06-25 19:47:57
S138,Supplier_S138,M449,Sucrose,92.85,4.4,9.56,692,15,1,10.05,23-06-25 19:47:57
S138,Supplier_S138,M489,Acetic Acid,70.17,4.8,4.18,123,6,4,1.21,23-06-25 19:47:57
S139,Supplier_S139,M314,Tapioca Starch,70.1,4.9,6.36,503,3,9,16.06,23-06-25 19:47:57
S139,Supplier_S139,M316,Cocoa Powder,79.23,4.1,6.69,470,0,0,10.18,23-06-25 19:47:57
S139,Supplier_S139,M331,Maltodextrin,89.47,4.5,5.05,902,6,3,9.61,23-06-25 19:47:57
S139,Supplier_S139,M399,Sugar,77.76,4.7,-3.92,442,16,1,21.96,23-06-25 19:47:57
S139,Supplier_S139,M411,Vegetable Oil,94.38,4.9,2.41,678,5,0,1.81,23-06-25 19:47:57
S140,Supplier_S140,M173,Onion Powder,90.04,4.6,-1.72,784,18,3,16.61,23-06-25 19:47:57
S140,Supplier_S140,M282,Glucono Delta Lactone,96.48,3.5,1.78,497,14,6,13.26,23-06-25 19:47:57
S141,Supplier_S141,M026,Cocoa Powder,92.31,3.9,-4.82,263,20,4,22.97,23-06-25 19:47:57
S141,Supplier_S141,M108,Dextrose,90.41,4.4,-0.22,930,16,7,24.26,23-06-25 19:47:57
S141,Supplier_S141,M118,Skimmed Milk Powder,83.82,4.5,-2.96,153,17,7,5.52,23-06-25 19:47:57
S141,Supplier_S141,M231,Sucralose,90.54,3.1,-2.22,661,0,1,24.7,23-06-25 19:47:57
S141,Supplier_S141,M252,Baking Powder,76.53,3.2,2.66,342,0,2,23.83,23-06-25 19:47:57
S141,Supplier_S141,M287,Sunflower Oil,89.37,4,2.54,923,17,5,13.87,23-06-25 19:47:57
S142,Supplier_S142,M047,Acesulfame K,89.91,4.6,9.62,517,1,2,15.07,23-06-25 19:47:57
S142,Supplier_S142,M202,Disodium Guanylate,95.16,4,0.17,953,5,9,5.21,23-06-25 19:47:57
S142,Supplier_S142,M215,Paprika Extract,74.24,3.1,1.45,413,17,8,28.41,23-06-25 19:47:57
S142,Supplier_S142,M262,Lactic Acid,87.12,4.1,-8.11,481,11,2,4.15,23-06-25 19:47:57
S143,Supplier_S143,M097,Disodium Guanylate,74.33,4.2,-1.97,51,1,0,4.11,23-06-25 19:47:57
S143,Supplier_S143,M137,Barley Malt Extract,84.69,3.3,-3.71,471,19,0,25.97,23-06-25 19:47:57
S143,Supplier_S143,M215,Paprika Extract,79.14,4.5,8.07,362,6,6,27.17,23-06-25 19:47:57
S143,Supplier_S143,M262,Lactic Acid,87.07,3.4,-8.46,342,15,2,14.65,23-06-25 19:47:57
S143,Supplier_S143,M298,Cheddar Cheese,87.89,4.6,-3.45,670,1,1,6.53,23-06-25 19:47:57
S143,Supplier_S143,M351,Sodium Citrate,82.84,4.7,7.9,831,15,10,11.02,23-06-25 19:47:57
S144,Supplier_S144,M096,Acesulfame K,99.67,4.4,-7.62,109,12,5,23.85,23-06-25 19:47:57
S144,Supplier_S144,M102,Pectin,74.12,4.2,1.74,258,1,10,27.16,23-06-25 19:47:57
S144,Supplier_S144,M127,Disodium Inosinate,79.03,4,-8.73,455,8,6,8.99,23-06-25 19:47:57
S144,Supplier_S144,M402,Citric Acid,98.43,4.5,-1.66,176,4,8,3.81,23-06-25 19:47:57
S145,Supplier_S145,M029,Disodium Inosinate,79.82,3.9,-3.25,910,12,4,22.56,23-06-25 19:47:57
S145,Supplier_S145,M032,Annatto Extract,80.42,3.9,-2.59,528,20,5,0.38,23-06-25 19:47:57
S145,Supplier_S145,M098,Cocoa Powder,96.96,4.7,2.59,621,15,4,29.01,23-06-25 19:47:57
S145,Supplier_S145,M144,Sucralose,93.65,4.8,5.25,57,3,10,23.52,23-06-25 19:47:57
S145,Supplier_S145,M156,Sodium Bicarbonate,82.3,3.5,-3.07,869,0,5,0.04,23-06-25 19:47:57
S145,Supplier_S145,M221,Gum Arabic,92.84,3.5,-4.71,249,1,10,6.2,23-06-25 19:47:57
S146,Supplier_S146,M005,Potatoes,79.44,4.3,-2.09,946,20,7,4.29,23-06-25 19:47:57
S146,Supplier_S146,M039,Sodium Benzoate,88.29,4.5,8.95,222,20,3,7.94,23-06-25 19:47:57
S146,Supplier_S146,M096,Acesulfame K,75.84,4.1,-8.53,526,14,8,8.39,23-06-25 19:47:57
S146,Supplier_S146,M105,Potassium Sorbate,75.79,4.2,2.77,425,13,8,9.84,23-06-25 19:47:57
S146,Supplier_S146,M124,Cheddar Cheese,90.31,4.1,-2.32,767,4,1,15.02,23-06-25 19:47:57
S146,Supplier_S146,M150,Disodium Inosinate,70.41,3.4,8.45,981,12,8,8.59,23-06-25 19:47:57
S146,Supplier_S146,M255,Annatto Extract,86.31,3.6,-0.63,898,19,8,4.81,23-06-25 19:47:57
S146,Supplier_S146,M295,Caramel Color,94.39,4.8,-0.63,476,9,10,19.33,23-06-25 19:47:57
S146,Supplier_S146,M303,Garlic Powder,96.7,3.2,-0.55,769,2,10,19.01,23-06-25 19:47:57
S146,Supplier_S146,M325,Sucrose,76.6,3.6,-6.86,823,20,9,27.17,23-06-25 19:47:57
S146,Supplier_S146,M335,Cocoa Powder,75.15,3.5,-0.32,305,1,2,10.59,23-06-25 19:47:57
S146,Supplier_S146,M341,Acetic Acid,94.79,4.7,-3.92,582,14,3,0.81,23-06-25 19:47:57
S146,Supplier_S146,M357,Yeast Extract,92.99,3.6,-8.77,614,1,2,25.11,23-06-25 19:47:57
S146,Supplier_S146,M359,Caramel Color,78,4.4,1.76,334,12,9,11.71,23-06-25 19:47:57
S146,Supplier_S146,M372,Yeast Extract,76.73,3.4,8.92,842,8,4,22.39,23-06-25 19:47:57
S146,Supplier_S146,M437,Glucono Delta Lactone,97.66,3.3,9.05,348,18,10,23.97,23-06-25 19:47:57
S147,Supplier_S147,M072,Corn Syrup,96.97,3.7,4.29,526,20,2,1.17,23-06-25 19:47:57
S147,Supplier_S147,M087,Sugar,85.88,3.8,2.99,265,3,0,22.07,23-06-25 19:47:57
S147,Supplier_S147,M154,Vegetable Oil,91.68,3.5,0.18,55,0,3,1.38,23-06-25 19:47:57
S147,Supplier_S147,M168,Whey Protein,94.26,4.2,2.79,116,15,2,9.94,23-06-25 19:47:57
S147,Supplier_S147,M177,Lactic Acid,71.12,3.6,-7.12,633,12,0,11.87,23-06-25 19:47:57
S147,Supplier_S147,M305,Tomato Powder,89.69,3.6,4.75,37,9,7,2.48,23-06-25 19:47:57
S147,Supplier_S147,M327,Pectin,82.53,3.1,9.83,761,16,0,12.77,23-06-25 19:47:57
S147,Supplier_S147,M400,Milk Solids,98.13,4.3,6.89,249,11,4,8.54,23-06-25 19:47:57
S147,Supplier_S147,M406,Paprika Extract,93.88,4.4,1.22,136,20,8,2.55,23-06-25 19:47:57
S148,Supplier_S148,M064,Sodium Citrate,94.55,4.2,2.85,36,19,10,24.88,23-06-25 19:47:57
S148,Supplier_S148,M142,Palm Oil,78.06,3.8,-0.96,658,2,6,15.47,23-06-25 19:47:57
S148,Supplier_S148,M242,Modified Starch,89.47,3.3,5.61,373,10,10,15.31,23-06-25 19:47:57
S148,Supplier_S148,M283,Whey Protein,74.84,3.6,3.22,726,19,9,23.62,23-06-25 19:47:57
S148,Supplier_S148,M336,Corn Syrup,80.32,3.7,0.8,176,17,4,3.64,23-06-25 19:47:57
S149,Supplier_S149,M031,Monosodium Glutamate,97.87,4.2,8.16,394,12,3,2.28,23-06-25 19:47:57
S149,Supplier_S149,M317,Disodium Guanylate,97.54,3.1,4.03,143,0,2,18.98,23-06-25 19:47:57
S149,Supplier_S149,M343,Sodium Benzoate,74.38,3.9,3.87,375,5,0,8.18,23-06-25 19:47:57
S149,Supplier_S149,M375,Brown Sugar,77.81,4,8.61,908,14,2,2.69,23-06-25 19:47:57
S150,Supplier_S150,M182,Garlic Powder,85.35,4.3,6.87,393,17,10,17.81,23-06-25 19:47:57
S150,Supplier_S150,M324,Barley Malt Extract,81.2,3.9,-6.12,377,8,3,10.08,23-06-25 19:47:57
S150,Supplier_S150,M358,Milk Solids,71.69,3.5,-5.31,329,18,1,27.31,23-06-25 19:47:57
S150,Supplier_S150,M378,Milk Solids,85.78,4.1,-1.67,88,7,7,20.31,23-06-25 19:47:57
S150,Supplier_S150,M432,Maltodextrin,82.75,3.8,-6.86,872,11,4,16.52,23-06-25 19:47:57
S151,Supplier_S151,M002,Salt,88.11,4.6,4.59,559,3,6,2.36,23-06-25 19:47:57
S151,Supplier_S151,M136,Modified Starch,85.32,3.8,-7.24,402,13,2,14.6,23-06-25 19:47:57
S151,Supplier_S151,M148,Milk Solids,81.52,4.9,-3.71,153,7,4,19.34,23-06-25 19:47:57
S151,Supplier_S151,M167,Monosodium Glutamate,79.05,3.3,-6.85,981,13,10,28.82,23-06-25 19:47:57
S151,Supplier_S151,M180,Brown Sugar,76.2,4.3,0.27,895,0,7,27.35,23-06-25 19:47:57
S151,Supplier_S151,M220,Potatoes,70.32,3.5,9.28,638,5,8,4.21,23-06-25 19:47:57
S151,Supplier_S151,M402,Citric Acid,93.36,4.7,1.69,661,13,7,20.67,23-06-25 19:47:57
S151,Supplier_S151,M425,Garlic Powder,75.86,3.4,8.17,814,2,5,5.68,23-06-25 19:47:57
S151,Supplier_S151,M459,Pectin,82.35,4.8,4.55,101,3,10,17.18,23-06-25 19:47:57
S151,Supplier_S151,M482,Acetic Acid,85.87,4.4,7.31,574,8,9,2.97,23-06-25 19:47:57
S152,Supplier_S152,M029,Disodium Inosinate,70.81,4.3,-7.29,482,5,0,7.8,23-06-25 19:47:57
S152,Supplier_S152,M146,Salt,82.67,3.3,-8.58,402,2,1,3.1,23-06-25 19:47:57
S152,Supplier_S152,M399,Sugar,95.25,3.5,0.15,136,1,10,28.24,23-06-25 19:47:57
S153,Supplier_S153,M014,Garlic Powder,90.26,3.5,-7.6,921,18,3,17.37,23-06-25 19:47:57
S153,Supplier_S153,M059,Sunflower Oil,78.32,5,9.75,563,8,2,3.3,23-06-25 19:47:57
S153,Supplier_S153,M129,Potatoes,99.06,3.6,3.9,512,18,3,9.78,23-06-25 19:47:57
S153,Supplier_S153,M141,Sodium Benzoate,79.71,4.4,-4.21,283,16,10,24.46,23-06-25 19:47:57
S153,Supplier_S153,M190,Caramel Color,89.86,4.3,-9.61,716,3,6,13.33,23-06-25 19:47:57
S153,Supplier_S153,M263,Fumaric Acid,79.01,4.5,1.53,90,1,5,10.44,23-06-25 19:47:57
S153,Supplier_S153,M423,Palm Oil,77.69,3.8,4.49,465,5,3,4.13,23-06-25 19:47:57
S154,Supplier_S154,M181,Garlic Powder,76.71,4.2,8.86,739,20,4,12.71,23-06-25 19:47:57
S154,Supplier_S154,M183,Corn,77.78,3.8,-2.23,46,18,9,24.48,23-06-25 19:47:57
S154,Supplier_S154,M412,Potatoes,78.44,3.3,0.68,81,9,1,11.86,23-06-25 19:47:57
S154,Supplier_S154,M422,Disodium Guanylate,88.72,3.9,-0.72,448,19,9,3.04,23-06-25 19:47:57
S154,Supplier_S154,M426,Pectin,89.16,4.4,-0.67,228,7,7,22.04,23-06-25 19:47:57
S154,Supplier_S154,M498,Aspartame,90.81,4.5,-2.05,711,17,8,29.15,23-06-25 19:47:57
S155,Supplier_S155,M017,Sodium Bicarbonate,80.29,4.4,7.06,527,15,4,27.16,23-06-25 19:47:57
S155,Supplier_S155,M199,Maltodextrin,89.13,4.8,1.25,680,14,5,10.9,23-06-25 19:47:57
S155,Supplier_S155,M273,Barley Malt Extract,86.27,3.4,-7.23,564,6,2,9.27,23-06-25 19:47:57
S155,Supplier_S155,M311,Corn Syrup,77.6,3.9,8.72,664,14,4,23.08,23-06-25 19:47:57
S155,Supplier_S155,M462,Corn,81.12,4.8,9.99,846,7,5,19.95,23-06-25 19:47:57
S155,Supplier_S155,M481,Pectin,72.94,5,-5.56,984,3,1,5.27,23-06-25 19:47:57
S156,Supplier_S156,M149,Cocoa Powder,77.23,4.3,-8.58,920,0,5,28.02,23-06-25 19:47:57
S156,Supplier_S156,M177,Lactic Acid,96.37,4.4,-9.01,496,8,5,0.61,23-06-25 19:47:57
S156,Supplier_S156,M203,Citric Acid,77.45,3.8,-3.14,311,14,2,4.15,23-06-25 19:47:57
S156,Supplier_S156,M261,Ascorbic Acid,99.8,3.6,-3.99,237,6,5,0.65,23-06-25 19:47:57
S156,Supplier_S156,M277,Natural Flavors,94.73,4.4,-2.12,971,18,9,16.08,23-06-25 19:47:57
S156,Supplier_S156,M282,Glucono Delta Lactone,94.76,3.1,-7.03,678,11,0,4.36,23-06-25 19:47:57
S156,Supplier_S156,M416,Tomato Powder,75.11,3.4,4.78,698,19,9,5.27,23-06-25 19:47:57
S157,Supplier_S157,M132,Pectin,81.22,3.9,3.59,717,16,2,10.35,23-06-25 19:47:57
S157,Supplier_S157,M136,Modified Starch,73.43,3.7,-0.84,186,9,9,17.71,23-06-25 19:47:57
S157,Supplier_S157,M275,Acesulfame K,80.78,4.4,-0.47,524,19,7,21.36,23-06-25 19:47:57
S157,Supplier_S157,M279,Sugar,85.51,3.3,6.6,472,2,8,3.4,23-06-25 19:47:57
S157,Supplier_S157,M286,Ascorbic Acid,86.81,4.3,-9.77,216,9,4,23.71,23-06-25 19:47:57
S157,Supplier_S157,M304,Cheddar Cheese,86.05,3,-0.92,937,15,9,22.01,23-06-25 19:47:57
S157,Supplier_S157,M309,Salt,83.83,4.4,-5.16,698,18,3,15.6,23-06-25 19:47:57
S157,Supplier_S157,M318,Soy Lecithin,90.52,4.1,-3.57,997,6,0,17.79,23-06-25 19:47:57
S158,Supplier_S158,M107,Vanillin,86.48,3.9,0.75,690,6,3,20.41,23-06-25 19:47:57
S158,Supplier_S158,M112,Soy Lecithin,77.22,3.1,1.88,467,19,10,21.1,23-06-25 19:47:57
S158,Supplier_S158,M231,Sucralose,84.15,4.2,-8.24,279,7,5,2.4,23-06-25 19:47:57
S159,Supplier_S159,M003,Citric Acid,95.99,3.8,-0.93,864,11,2,11.11,23-06-25 19:47:57
S159,Supplier_S159,M039,Sodium Benzoate,72.44,3.5,1.04,170,0,6,13.52,23-06-25 19:47:57
S159,Supplier_S159,M049,Sucralose,77.04,4.4,-4.25,242,2,6,29.35,23-06-25 19:47:57
S159,Supplier_S159,M199,Maltodextrin,71.63,3.4,-0.91,583,19,9,14.19,23-06-25 19:47:57
S159,Supplier_S159,M238,Skimmed Milk Powder,96.94,4.8,1.49,291,15,2,29.53,23-06-25 19:47:57
S159,Supplier_S159,M249,Annatto Extract,91.01,4,-3.59,165,1,8,0.66,23-06-25 19:47:57
S159,Supplier_S159,M321,Barley Malt Extract,95.88,5,0.15,485,20,10,6.24,23-06-25 19:47:57
S160,Supplier_S160,M293,Paprika Extract,86.22,3.1,-9.42,934,1,1,11.51,23-06-25 19:47:57
S160,Supplier_S160,M429,Acetic Acid,81.35,3.7,1.99,661,7,0,22.89,23-06-25 19:47:57
S161,Supplier_S161,M003,Citric Acid,87.32,4.4,-9.08,243,9,1,25.66,23-06-25 19:47:57
S161,Supplier_S161,M040,Potassium Sorbate,97.25,4.7,-8.57,179,9,9,22.47,23-06-25 19:47:57
S161,Supplier_S161,M071,Sucralose,83.19,3.9,2.63,825,8,9,1.69,23-06-25 19:47:57
S161,Supplier_S161,M188,Vanillin,77.46,4.4,-3.11,142,3,6,15.1,23-06-25 19:47:57
S161,Supplier_S161,M474,Gum Arabic,82.12,3.1,-5.18,510,9,9,28.64,23-06-25 19:47:57
S162,Supplier_S162,M142,Palm Oil,78.35,4.9,-2.62,983,15,5,17.46,23-06-25 19:47:57
S162,Supplier_S162,M161,Glucono Delta Lactone,83.83,3.3,1.48,851,12,7,0.88,23-06-25 19:47:57
S162,Supplier_S162,M406,Paprika Extract,98.66,4.1,5.15,990,18,8,5.68,23-06-25 19:47:57
S162,Supplier_S162,M452,Yeast Extract,82.79,3.9,-6.72,212,7,6,5.29,23-06-25 19:47:57
S162,Supplier_S162,M457,Salt,90.43,3.5,2.04,984,5,0,3.5,23-06-25 19:47:57
S162,Supplier_S162,M475,Yeast Extract,85.29,3,1.46,596,15,4,20.81,23-06-25 19:47:57
S162,Supplier_S162,M487,Barley Malt Extract,71.06,3.9,2.35,509,1,5,0.18,23-06-25 19:47:57
S163,Supplier_S163,M082,Soy Lecithin,89.71,3.2,1.64,784,10,2,1.33,23-06-25 19:47:57
S163,Supplier_S163,M264,Paprika Extract,88.97,3.1,0.49,336,17,9,4.49,23-06-25 19:47:57
S163,Supplier_S163,M413,Skimmed Milk Powder,70.13,3,-6.53,579,15,6,16.14,23-06-25 19:47:57
S164,Supplier_S164,M086,Caramel Color,90.14,3.8,0.26,777,5,0,4.28,23-06-25 19:47:57
S164,Supplier_S164,M243,Natural Flavors,80.31,3.6,3.06,737,8,9,19.34,23-06-25 19:47:57
S164,Supplier_S164,M362,Disodium Inosinate,76.02,3.9,-5.19,774,9,6,12.31,23-06-25 19:47:57
